owner,repo_name,C3,pull_number,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,created_at,merged_at,time_to_merge
coder,coder,https://github.com/coder/coder/pull/14937,14937,2024-10-02T21:28:00Z,9997,1,1,2,2,9aac14a260655b88d5bec8b6730e42248aae806f,b4f26a8c782dcc1088a9a8945cdeb63aa3ee1565,a7d44150a819fca8f05ef39f1ab508d1a343bb8e,9aac14a260655b88d5bec8b6730e42248aae806f,rogmanster,MERGED,2024-10-02T21:28:00Z,2024-10-02T21:50:08Z,0:22:08
coder,coder,https://github.com/coder/coder/pull/15098,15098,2024-10-15T22:13:01Z,9997,1,1,3,3,67c03c8e756621d219f9914f86843c1bf79318dd,5133315792bfb0ec5d1f8552712c87ada94c2ac3,683a7209b53215f43fbbcc9d84526acb361ab1d8,67c03c8e756621d219f9914f86843c1bf79318dd,sreya,MERGED,2024-10-15T22:13:01Z,2024-10-15T23:41:14Z,1:28:13
coder,coder,https://github.com/coder/coder/pull/14928,14928,2024-10-02T05:06:20Z,9997,25,13,1001,122,b5d939e41e3695667a6ba18dc538ddcbb46e509d,68ec532ca73f0029dd8dd7570bf13ff9e8ad1905,3c5a5ae2e09e631a427a379587b1ab7ea36bfccd,1dd2205a209ae7e9610d100e8bfe7902b48e070e,sreya,MERGED,2024-10-02T05:06:20Z,2024-10-04T02:09:52Z,"1 day, 21:03:32"
coder,coder,https://github.com/coder/coder/pull/14936,14936,2024-10-02T21:20:17Z,9997,1,1,1,1,8245001a40a7afc1abe1d8b1558a765d8f751fd7,3a48ba798dbe1c2695936c4852416600236997a0,a7d44150a819fca8f05ef39f1ab508d1a343bb8e,8245001a40a7afc1abe1d8b1558a765d8f751fd7,stirby,MERGED,2024-10-02T21:20:17Z,2024-10-02T21:43:24Z,0:23:07
coder,modules,https://github.com/coder/modules/pull/311,311,2024-10-07T07:59:14Z,47,2,2,5,5,dce918a817acda156998674386db3e1cce2d60ff,acd5edffe7f78ecedf613315f83b097ee79a9a45,438c9045673c629e95416960c94a6b6344e3d298,9f0839f1d4080156393356d472de01553b410d45,matifali,MERGED,2024-10-07T07:59:14Z,2024-10-15T21:04:28Z,"8 days, 13:05:14"
coder,packages,https://github.com/coder/packages/pull/163,163,2024-08-07T07:08:01Z,29,4,1,18,14,4366dada1e2a8782660af65f20dfe1dad773af40,6617c835ce1bfebf5d0a1cdd83e79a31ee14c363,3a99766c53d3a9778b67552861df8cc4fc094987,5ccefe9ac7e5d757517be3f3c25c1cd4a0cead6e,matifali,MERGED,2024-08-07T07:08:01Z,2024-08-09T19:31:38Z,"2 days, 12:23:37"
coder,vscode-coder,https://github.com/coder/vscode-coder/pull/421,421,2025-01-17T21:30:07Z,85,3,3,42,1,83b9295821c0adeb64a999e59a55f2b413cdcf95,b8645dbcf87ce762f28d7dd9eeddf83c39be4cdd,2766d2f0bc958658104570bc0b0d12d6761ec84d,6748739783a68431908518f9783450910d4ab637,bcpeinhardt,MERGED,2025-01-17T21:30:07Z,2025-01-17T21:38:50Z,0:08:43
commontoolsinc,labs,https://github.com/commontoolsinc/labs/pull/498,498,2025-03-04T00:03:48Z,18,2,8,579,333,e9de35b3c9e13189139e667d159580e5dd01c6c8,4288e918431c788e39a7e7ad5f7a088709b665c0,4f5e88749feedcb6154c27cbc36f9f809fda6988,a81e25f7838a398805d6dedd972d2d1359716999,bfollington,MERGED,2025-03-04T00:03:48Z,2025-03-04T00:06:14Z,0:02:26
commontoolsinc,labs,https://github.com/commontoolsinc/labs/pull/1000,1000,2025-04-09T01:48:57Z,18,1,1,7,0,92391a019b88445dd367c53c68adbc2bdaf2cb4e,933a05eb88b7af0928ecc93a8a0c2a4be503e5d8,868af59c2ee2aae7395812ecb0326f08ec7ef1d4,92391a019b88445dd367c53c68adbc2bdaf2cb4e,bfollington,MERGED,2025-04-09T01:48:57Z,2025-04-09T01:59:15Z,0:10:18
commontoolsinc,labs,https://github.com/commontoolsinc/labs/pull/18,18,2024-05-30T21:47:52Z,18,4,3,347,0,e7ec60f7a3c4d68d8d08f03f67fa4de89c983451,692e62ed69c7bb7f57d8274670e18079454f309f,1cae29026ca91faf0f4755d9af2175bce8930396,0d248ae5346aeaa7d86d358be808fcc337d3ab50,bfollington,MERGED,2024-05-30T21:47:52Z,2024-05-30T21:48:07Z,0:00:15
commontoolsinc,labs,https://github.com/commontoolsinc/labs/pull/931,931,2025-03-31T02:36:09Z,18,8,4,683,200,bc3821e2be1fd13cedd607799c30066b1f0464f6,a9fc9ccdcc629c7bb7964caa4eb4726b4fbed175,317a343a7582bc7291c5972b83c1c417ff4ebdf7,586204518cd17da103856dd605b1ab67522b83f5,bfollington,MERGED,2025-03-31T02:36:09Z,2025-03-31T03:11:00Z,0:34:51
commontoolsinc,labs,https://github.com/commontoolsinc/labs/pull/314,314,2025-02-06T03:37:21Z,18,23,29,698,278,eaa53a45f01e5fe4f625c33ade99be58097b28dc,800452c053db60c6bd5f703253a0073ecdab97b7,09efd601a3031665d625d4f670727b4ac99eb692,cd69713560681a5c06522370561656f3b5e30209,bfollington,MERGED,2025-02-06T03:37:21Z,2025-02-08T16:44:17Z,"2 days, 13:06:56"
commontoolsinc,labs,https://github.com/commontoolsinc/labs/pull/502,502,2025-03-04T00:41:32Z,18,2,1,52,20,515b4397caaee41be1d78f9e2d1e118c167acc1b,f8269af2b4949abb5455210ce6ca721d73de623d,793b453ae2e370ee9e581f7beaf5d2ecc81051af,31631c4ee4c7bcda597c87b6ea982010f6255009,seefeldb,MERGED,2025-03-04T00:41:32Z,2025-03-04T00:43:25Z,0:01:53
compiler-explorer,infra,https://github.com/compiler-explorer/infra/pull/1589,1589,2025-04-26T18:50:00Z,373,3,3,173,193,5a318ba83c4ae00f00d166d5832e879025c3db20,53a35f71cca5603e1377afc27850cbcb61913159,f44a224abaa274c888104cd5ae624b934de60d47,b22a16ee3347e1066dcd486e8f37c5e4ed93f051,mattgodbolt,MERGED,2025-04-26T18:50:00Z,2025-04-26T23:15:57Z,4:25:57
cpunion,axum-params,https://github.com/cpunion/axum-params/pull/1,1,2024-12-27T16:40:40Z,12,1,16,3277,0,ea504718f8646022cc573b7a21afa02511724e8c,24ea75b77d55c4cf77e22ea2bc912fcb8991ccd0,94caac9e5c9635fb2dc6576055668d621cb5522d,ea504718f8646022cc573b7a21afa02511724e8c,cpunion,MERGED,2024-12-27T16:40:40Z,2024-12-27T16:45:25Z,0:04:45
danmayer,coverband,https://github.com/danmayer/coverband/pull/538,538,2024-05-17T04:39:55Z,2565,1,8,103,7,7ef8176d5c2eef446637a034a237701f549a1e29,59d6d926f1a1708d559775c65379074842bf3c82,c92d30ae927e10877f441571d08e23b182949de5,7ef8176d5c2eef446637a034a237701f549a1e29,danmayer,MERGED,2024-05-17T04:39:55Z,2024-05-17T04:46:45Z,0:06:50
daytonaio,docs,https://github.com/daytonaio/docs/pull/328,328,2025-04-11T17:38:55Z,57,1,2,3,2,56680b66abfd290690f012b15e199f9ab52113c6,125d9f7278ae8cbd0581df6ae80b7498cc944bea,2f37fa3924366dc72699d14449a0eb833797cc2f,56680b66abfd290690f012b15e199f9ab52113c6,nibzard,MERGED,2025-04-11T17:38:55Z,2025-04-14T12:54:55Z,"2 days, 19:16:00"
dbieber,GoNoteGo,https://github.com/dbieber/GoNoteGo/pull/53,53,2024-05-04T23:40:33Z,77,36,1,207,4,2d7c5b25e5a93623ffa3affc1194db24a8c36840,c9ddac1b3a733dccf9f482636a648c81106bed70,2038cb0fa454495033c263d727c3059038662274,b069eb3b3cc76a1e277c99ffb9522470277524c0,dbieber,MERGED,2024-05-04T23:40:33Z,2024-05-10T13:19:17Z,"5 days, 13:38:44"
dbieber,GoNoteGo,https://github.com/dbieber/GoNoteGo/pull/59,59,2024-05-19T19:28:33Z,77,1,1,5,1,a570bd754e3019b37edaa3b43c1c37de9436076b,ec52e3bb83523aeff4978fea36527dfd0d8e43e6,a8b6b18961653faea43f3aa4a3c1cd0baef9aec3,a570bd754e3019b37edaa3b43c1c37de9436076b,dbieber,MERGED,2024-05-19T19:28:33Z,2024-05-20T00:36:52Z,5:08:19
dbieber,GoNoteGo,https://github.com/dbieber/GoNoteGo/pull/56,56,2024-05-19T16:24:21Z,77,9,3,19,41,7c53a9a06e61be6bb1d5e8593a0964e6250c8bae,4180b45c711699ec5bdf7a56fd47b6e92e5ebedd,23d8026c0a0bc05e4b2d753b8bf9ab05c58fba16,2567463c8bd359b69aded97e171ac3b7434f0213,dbieber,MERGED,2024-05-19T16:24:21Z,2024-05-19T16:28:52Z,0:04:31
dbieber,GoNoteGo,https://github.com/dbieber/GoNoteGo/pull/55,55,2024-05-19T01:10:25Z,77,6,2,9,6,3fda8f6f6831f997e1394953ff95ab4538f6a397,23d8026c0a0bc05e4b2d753b8bf9ab05c58fba16,c9ddac1b3a733dccf9f482636a648c81106bed70,8a4bc40851e6581e1a2d4c9f3ce8a23ba302c4b8,dbieber,MERGED,2024-05-19T01:10:25Z,2024-05-19T16:23:27Z,15:13:02
dbieber,GoNoteGo,https://github.com/dbieber/GoNoteGo/pull/57,57,2024-05-19T16:36:33Z,77,5,2,19,2,5bcdfbad8251bfd45d0cb1b4b11d72372abc5601,5c0205ff419ae5b1a1e05aba4515018f15709aef,4180b45c711699ec5bdf7a56fd47b6e92e5ebedd,e9f7a27f3b3db018a8e23f98bfe7a4edb0a07241,dbieber,MERGED,2024-05-19T16:36:33Z,2024-05-19T17:58:01Z,1:21:28
dbieber,GoNoteGo,https://github.com/dbieber/GoNoteGo/pull/60,60,2024-05-19T20:07:32Z,77,10,12,14,210,1fe82e1c565697324f12d8963f68ccec501fcbc2,7a48f3a0ed46fa7759f7028dd127f34f26cbc0fc,a8b6b18961653faea43f3aa4a3c1cd0baef9aec3,27d7daf0fc7b00c9a39e929b214bf1aa9b200f7a,dbieber,MERGED,2024-05-19T20:07:32Z,2024-05-20T00:38:50Z,4:31:18
dbieber,GoNoteGo,https://github.com/dbieber/GoNoteGo/pull/54,54,2024-05-10T15:47:21Z,77,2,1,33,3,2e6c1943754123aa29d5474ceb07cd50c7d9b610,82d71c6d7798aacbdfa14f7dc0deda6e755fa13b,c9ddac1b3a733dccf9f482636a648c81106bed70,830cb1de89bc8d9863cc60232bd0416c91eea5f3,dbieber,MERGED,2024-05-10T15:47:21Z,2024-05-19T01:16:57Z,"8 days, 9:29:36"
dbieber,GoNoteGo,https://github.com/dbieber/GoNoteGo/pull/58,58,2024-05-19T18:17:59Z,77,2,2,6,2,d2056df2b87477011af989e851a18bdedd3b095d,a8b6b18961653faea43f3aa4a3c1cd0baef9aec3,5c0205ff419ae5b1a1e05aba4515018f15709aef,cf7e9ada8562ca8963610c2e7afd28574bb0f44d,dbieber,MERGED,2024-05-19T18:17:59Z,2024-05-19T18:22:40Z,0:04:41
dbieber,GoNoteGo,https://github.com/dbieber/GoNoteGo/pull/61,61,2024-05-20T01:51:51Z,77,3,6,145,6,bd3eeed4ccd9d90ae8e29796775808a8a2a8c58d,7d1247283648d022c7ad1494de58ed1691a2b5db,7a48f3a0ed46fa7759f7028dd127f34f26cbc0fc,56805b0d1c9b8a9f26e33b7437ad5ff635f755d2,dbieber,MERGED,2024-05-20T01:51:51Z,2024-05-20T02:23:38Z,0:31:47
dbieber,GoNoteGo,https://github.com/dbieber/GoNoteGo/pull/62,62,2024-05-20T02:43:21Z,77,7,4,30,8,06eb1640a8d1cf8816cf5a2af7ccf7ccdc593ea7,0b1cd4b5c70ff21aa72adb6a96de6bf8187f0c6a,7d1247283648d022c7ad1494de58ed1691a2b5db,aa5ee09c40675b868e410f3363b4943c14cdc283,dbieber,MERGED,2024-05-20T02:43:21Z,2024-05-23T01:41:07Z,"2 days, 22:57:46"
dbieber,GoNoteGo,https://github.com/dbieber/GoNoteGo/pull/64,64,2024-10-24T01:18:24Z,77,2,3,9,10,8c3cbe3d7323a2dfe82a55c2502e450ead722d53,5be34c1f1ce927bf18d881de0f9152b946c710c8,0b1cd4b5c70ff21aa72adb6a96de6bf8187f0c6a,3e39a198d718abd07e2bc29a162412494da5ff56,dbieber,MERGED,2024-10-24T01:18:24Z,2024-10-24T01:25:34Z,0:07:10
dbieber,GoNoteGo,https://github.com/dbieber/GoNoteGo/pull/67,67,2024-11-09T18:43:15Z,77,1,1,1,1,7c2296098a7fdefb6900b22ed2e92a7a099badc6,c7c4f6db2f6bbec3d6db0d9ddd9251b93f36b5fc,5be34c1f1ce927bf18d881de0f9152b946c710c8,7c2296098a7fdefb6900b22ed2e92a7a099badc6,dbieber,MERGED,2024-11-09T18:43:15Z,2024-11-09T18:55:20Z,0:12:05
dbieber,GoNoteGo,https://github.com/dbieber/GoNoteGo/pull/68,68,2024-11-09T19:01:06Z,77,1,1,15,15,5b18be0926293f78bf5bc9715d5e21caf7e71c0d,82629a8270da05d4faa3ac04c1254df3f1fef862,dd0668cd9bf068f763b339104325f26d099b6964,5b18be0926293f78bf5bc9715d5e21caf7e71c0d,dbieber,MERGED,2024-11-09T19:01:06Z,2024-11-09T19:24:08Z,0:23:02
dbieber,GoNoteGo,https://github.com/dbieber/GoNoteGo/pull/69,69,2024-11-10T16:16:12Z,77,32,30,6325,141,19ec53d0f7a9c527112e8fe0e6d251b8755272b9,ca2d8e9b9e1336601926d2ad062f0c111ce00283,82629a8270da05d4faa3ac04c1254df3f1fef862,dc8a4a6d783ba2cec8e103245b57bf3c77a140eb,dbieber,MERGED,2024-11-10T16:16:12Z,2025-03-09T01:08:29Z,"118 days, 8:52:17"
dbieber,GoNoteGo,https://github.com/dbieber/GoNoteGo/pull/105,105,2025-04-14T21:19:14Z,77,1,2,1,3,71e9ac407a5279e76ca66c7529157980691ceab7,f23f44026a920a67111127b6056328a07817021d,338d14e716329fbc8d58a98ab19233ba585e3da1,71e9ac407a5279e76ca66c7529157980691ceab7,dbieber,MERGED,2025-04-14T21:19:14Z,2025-04-14T21:19:24Z,0:00:10
defog-ai,defog-python,https://github.com/defog-ai/defog-python/pull/72,72,2025-02-18T16:14:16Z,48,4,3,162,7,575416d808f4bac3aad0f85b6af0197230e898c4,67f12a6c9608a5eeaf890426c63aa4535bc21bb7,3800e53a66f59cf2d8eedce4ae4a1b52ae192024,627b15afa2d0f57721724531acce41df72171386,rishsriv,MERGED,2025-02-18T16:14:16Z,2025-02-18T16:16:30Z,0:02:14
defog-ai,defog-python,https://github.com/defog-ai/defog-python/pull/54,54,2024-07-03T06:08:28Z,48,4,2,137,1,6d2e1d8eba5237939803f9ca15b3f28c8b8c48a3,39dc770a40fd35f81e31160a1661429aa50a8dab,8fe724f5cd1ff14bd77406e860500a1e7c7e0339,14e45e5b2cfe2b97a1684e4187811d7380685003,rishsriv,MERGED,2024-07-03T06:08:28Z,2024-07-03T08:11:26Z,2:02:58
defog-ai,introspect,https://github.com/defog-ai/introspect/pull/472,472,2025-03-19T09:33:47Z,322,2,3,16,11,3afddc34298344e0b833a2fcd79ccfec0a71480e,9cfb290239d3b544d133c6a0227a9d1c214133b6,91e6811983d0d10a3b49aa98f844455133028219,47cf0f52d6d19d4572b8006ae384f362c52e54df,man-shar,MERGED,2025-03-19T09:33:47Z,2025-03-19T10:12:11Z,0:38:24
defog-ai,introspect,https://github.com/defog-ai/introspect/pull/73,73,2024-07-04T08:18:58Z,322,9,31,501,538,d51e52f86b89d82994addc41e08f43b856103b82,ebcbaad726aefd3bad1efccc842ef22b8c016250,ac662e2f356e9bf1764ec88afe4e3606e52c30ca,4c5b32d7202a9e014b766355b0b26eac4dddd496,rishsriv,MERGED,2024-07-04T08:18:58Z,2024-07-04T08:32:04Z,0:13:06
defog-ai,introspect,https://github.com/defog-ai/introspect/pull/258,258,2024-11-18T06:16:49Z,322,1,1,20,14,d1361a359f0d0945c88a095c35ab8d69805c2cf8,6078028cc3570474002853676c3556fa526a13f9,308485f33eeb9b0a87a79caabf9cf3db411a4ee3,d1361a359f0d0945c88a095c35ab8d69805c2cf8,rishsriv,MERGED,2024-11-18T06:16:49Z,2024-11-18T06:40:33Z,0:23:44
defog-ai,introspect,https://github.com/defog-ai/introspect/pull/407,407,2025-02-24T18:54:23Z,322,20,41,226,3575,43cd62d045a12c3537d0b3cd73e31f074fbf7350,3131625f7ee2e7406bb774146f48d3db5c0106ad,0821e2162088cd9929ab18669d5e32d3a3737fc9,1df0c2d07d620d21ae501f7acce463ccb6b47ad3,rishsriv,MERGED,2025-02-24T18:54:23Z,2025-02-24T18:59:17Z,0:04:54
defog-ai,introspect,https://github.com/defog-ai/introspect/pull/473,473,2025-03-19T17:20:28Z,322,2,6,132,39,817472720e3364a6736caaea70da28aab9888063,a5fd5ba9fd58664fcbd8da8b1f9191382ed1fbac,5a714624c016159299886087c29cef3659a0df9d,5e49ecceb0f21900cd16bbca898c14594577a679,rishsriv,MERGED,2025-03-19T17:20:28Z,2025-03-19T17:20:57Z,0:00:29
defog-ai,introspect,https://github.com/defog-ai/introspect/pull/491,491,2025-04-24T03:33:47Z,322,1,1,68,27,581a0faf4d2bdfc931ea9a884d6e27705056fbc5,d68a9bd1e658a4fbc6ef81b661fe3463ac3fe7cc,6165b92d5cc55459c9b26d53eee7ef9b618ff8f7,581a0faf4d2bdfc931ea9a884d6e27705056fbc5,rishsriv,MERGED,2025-04-24T03:33:47Z,2025-04-24T03:33:58Z,0:00:11
defog-ai,introspect,https://github.com/defog-ai/introspect/pull/64,64,2024-06-10T06:26:11Z,322,16,28,96,1040,d910f3c462c7a90827c88dabc34c9ca92ddc4b88,85ce7325c457d5567f54bf71edc4ae723f1cddf5,5b73cd4a3da979f49ee0367ab1cafbe8d6a37d62,eafe169483b67196744603bd9d40853fd95072c8,rishsriv,MERGED,2024-06-10T06:26:11Z,2024-06-10T13:47:53Z,7:21:42
devondragon,SpringUserFramework,https://github.com/devondragon/SpringUserFramework/pull/148,148,2025-02-02T03:10:09Z,152,11,6,64,39,7c1c9c8529c8a4ac591d85a33c2b08b4293ac049,5d5bc68e8934d95f60bba76aa47918ecb0f74d5a,1fce50d649acc9b6086d8fcbfebef9779fe71b4b,53b74ae95a9bd6006add75b316b98e522e9ba7fa,devondragon,MERGED,2025-02-02T03:10:09Z,2025-02-02T03:12:44Z,0:02:35
devondragon,SpringUserFramework,https://github.com/devondragon/SpringUserFramework/pull/168,168,2025-03-27T23:54:06Z,152,11,3,312,0,6aaa0c726f7f1e270a346916fd8e0f6332c9b920,fb7e56b0c898789fc44c0d28d0d98ddb25405205,186ad61855c932100f547f98744f12ec6d1350b7,e5d4aec0526caad587a796093dd887c049259efa,devondragon,MERGED,2025-03-27T23:54:06Z,2025-03-27T23:57:26Z,0:03:20
devondragon,workers-users,https://github.com/devondragon/workers-users/pull/23,23,2024-07-22T00:06:20Z,49,2,5,179,92,cdd6195ee0da608d5b8cccabe884849aa86ea9f9,a059f32eece92c0f915f7a97d6fe5190d01c9484,cd248b405ebdce6b641842d347c7860bdebbda78,2cf6c588efbfc6f5f778909f44dee887a9a15994,devondragon,MERGED,2024-07-22T00:06:20Z,2024-07-22T00:06:28Z,0:00:08
ditto-assistant,ditto-app,https://github.com/ditto-assistant/ditto-app/pull/106,106,2024-10-25T08:06:17Z,30,1,2,3,35,76bbb9dad1ba51e8d967d0934ce80be0480d44e6,6dabf415ecb7404cc30081ead601785d44ff8d8a,65a3c38974c4d6e20e882b0b20a16ee71fb1a87d,76bbb9dad1ba51e8d967d0934ce80be0480d44e6,Peyton-Spencer,MERGED,2024-10-25T08:06:17Z,2024-10-25T08:37:29Z,0:31:12
dominikszopa,fundraising-website,https://github.com/dominikszopa/fundraising-website/pull/58,58,2024-10-14T22:11:33Z,16,2,4,81,11,efb060ad597288a495d7f47728acf9dfbfeab682,8a0c643729e0c2e7715d89630a75a0c421e56da2,dff3518a62e82f875c3d5abb62806b310b0ead4e,74f62a86a48dedcf15c815fc2ea35c503738c99f,dominikszopa,MERGED,2024-10-14T22:11:33Z,2024-10-14T22:15:01Z,0:03:28
doobidoo,mcp-memory-service,https://github.com/doobidoo/mcp-memory-service/pull/17,17,2025-03-30T09:30:09Z,353,1,9,1077,8,4108feb66879b527ce8378bb0f926001d1d21b52,f27076c7b549b360d9cd4a2c2ec7ee97f6fe36e1,02ae7d4d7e28ad1b36d928711a4ab4e060e9d508,4108feb66879b527ce8378bb0f926001d1d21b52,doobidoo,MERGED,2025-03-30T09:30:09Z,2025-03-30T09:32:06Z,0:01:57
douvy,btc-tooling,https://github.com/douvy/btc-tooling/pull/23,23,2025-04-11T01:55:59Z,27,3,5,599,659,2f4fa0cfad878ed66540ec1bd3d972b69a8fe98d,4a5b0b30f78ecd6e2251b0469109ace598053590,981981ccf8b33690a61049f03fdc4218aecc5f94,2c5c543b2908ccf4eec2ce855aa1ca65b1acf6ef,claudebuildsapps,MERGED,2025-04-11T01:55:59Z,2025-04-11T02:04:16Z,0:08:17
douvy,btc-tooling,https://github.com/douvy/btc-tooling/pull/22,22,2025-04-11T00:09:30Z,27,3,9,279,95,85ff68f7e635560f8f51f8239cea5cd3b8cb1f5a,b6cacb240b48ad4cd8c9bea3fa0ef64d41787804,137aaecfad318424c161e606b71e1f53a6de0d8b,219121ebc7c4648d7a628e7e63a9d9b4bbbb2444,douvy,MERGED,2025-04-11T00:09:30Z,2025-04-11T00:09:38Z,0:00:08
dxos,dxos,https://github.com/dxos/dxos/pull/6916,6916,2024-06-04T10:05:24Z,429,3,1,18,2,58c053458572e103f8dc392dd712c074845ca7bc,b2f4cd2217fe224672ec24b7a637f62bf48924d1,6dd4e95533fe13f4c678bd57fb4c7e7f15dd9fe2,c7e9e66454de12ff28f682b33c07ad436eaae019,dmaretskyi,MERGED,2024-06-04T10:05:24Z,2024-06-04T11:08:30Z,1:03:06
etalab,admin_api_entreprise,https://github.com/etalab/admin_api_entreprise/pull/1703,1703,2024-10-21T09:24:15Z,11,1,2,446,1550,feae9cdd9a17ba5384f314f2bd3ecc12f70b2559,d9c6a22c165c7eece6855a8b4e49c56987c9c164,d0cadd5be8d4065f2e60b37138ad3ea37887ff07,feae9cdd9a17ba5384f314f2bd3ecc12f70b2559,skelz0r,MERGED,2024-10-21T09:24:15Z,2024-10-21T09:32:38Z,0:08:23
expectedparrot,edsl,https://github.com/expectedparrot/edsl/pull/561,561,2024-05-25T15:06:51Z,250,5,6,73,9,cd3a41abb7bb2106a0073296fa3147b25a95b6a4,7808466eb96113bcf609fc495531223ac62d8d5c,55e944c1ec5ce481daa7b3019a559f82e9ce5f77,da17b32816f6b907f049fb5c76337b65e81175d4,johnjosephhorton,MERGED,2024-05-25T15:06:51Z,2024-05-25T21:26:27Z,6:19:36
expectedparrot,edsl,https://github.com/expectedparrot/edsl/pull/486,486,2024-05-13T01:44:06Z,250,1,1,9,2,b65c54f6ea90fd336260acf9858ec3f165572460,a032c79f39ed107952d4c8ad83aa70ea1493dc98,a4c909d4f2eb25c06918eac9a74f17a3a4bf34de,b65c54f6ea90fd336260acf9858ec3f165572460,johnjosephhorton,MERGED,2024-05-13T01:44:06Z,2024-05-13T11:59:08Z,10:15:02
expectedparrot,edsl,https://github.com/expectedparrot/edsl/pull/615,615,2024-06-06T14:51:17Z,250,6,3,29,6,c4a90c4c1a6aa239c5e3f053d6fe548faa6a84b5,880c5338ae462fd9dd2ddcdc56b2903c5f12bd21,b084e75dfb449266fba5fc31ec502156e5b9460b,f73cfdecb26a8e000850a581fce578cde69286a6,johnjosephhorton,MERGED,2024-06-06T14:51:17Z,2024-06-06T15:56:49Z,1:05:32
expectedparrot,edsl,https://github.com/expectedparrot/edsl/pull/642,642,2024-06-12T16:20:32Z,250,1,1,0,2,d38b430dfef15c8d81848a3a6e7949515837dc2f,6eab45c4f769968fe6a03622ccc62f820a5d2543,5783f5e367693d78fec85abc7aa5931f7b0180f4,d38b430dfef15c8d81848a3a6e7949515837dc2f,johnjosephhorton,MERGED,2024-06-12T16:20:32Z,2024-06-12T16:29:50Z,0:09:18
expectedparrot,edsl,https://github.com/expectedparrot/edsl/pull/546,546,2024-05-23T11:26:58Z,250,1,2,47,29,dd3d195776aeb5adffcb161b19b8c6b347c6fac1,47eaeffbbe6f753fe2c684640840ce6eacda1c4b,a0538bdfcc7cad01466a9eb789597fc4cc8a62e7,dd3d195776aeb5adffcb161b19b8c6b347c6fac1,johnjosephhorton,MERGED,2024-05-23T11:26:58Z,2024-05-23T15:18:28Z,3:51:30
expectedparrot,edsl,https://github.com/expectedparrot/edsl/pull/1772,1772,2025-03-17T01:18:32Z,250,13,18,2585,487,97e622a9fe607f3775a40aea99440ded72c6d02e,782d8ff606df28d6279a1bf7bd7f245df7d49e66,acdf7b37e6dfdc54cbf6107083f975773ec4603d,247b0bae5ecb73b8ff6367cf07656bf3dfcce9d4,johnjosephhorton,MERGED,2025-03-17T01:18:32Z,2025-03-18T11:28:21Z,"1 day, 10:09:49"
expectedparrot,edsl,https://github.com/expectedparrot/edsl/pull/463,463,2024-05-09T00:28:22Z,250,1,1,1,1,30c96a38d92f6bc26f1c1669fde6b8b3eaa7e6c2,e89f99e599828879dcbf774b733725eadc312d98,5f0594664d9fe8273b5f02a83c5bcf54a2383f88,30c96a38d92f6bc26f1c1669fde6b8b3eaa7e6c2,johnjosephhorton,MERGED,2024-05-09T00:28:22Z,2024-05-09T00:33:24Z,0:05:02
expectedparrot,edsl,https://github.com/expectedparrot/edsl/pull/520,520,2024-05-19T15:08:00Z,250,8,11,1078,514,839c14ccc5170e25378c7417ab7f62e0ba4909e6,f2cda8ac4695bba7aae78f149f17508c63447f15,fd2795913901ff14ea04449276d38573d7b6405a,22905c931a311d237bcb855e7fb0ee96f8747933,johnjosephhorton,MERGED,2024-05-19T15:08:00Z,2024-05-19T17:31:29Z,2:23:29
expectedparrot,edsl,https://github.com/expectedparrot/edsl/pull/597,597,2024-06-04T11:24:05Z,250,1,1,79,0,a618e97d9c91e9cfce17ec98df90492ccf57608f,c832b2fe8331aaf55789bd9f6bd0f7446a236ac3,8a05e9ecbec3fb393430a64fbf18dfcc74532cdb,a618e97d9c91e9cfce17ec98df90492ccf57608f,johnjosephhorton,MERGED,2024-06-04T11:24:05Z,2024-06-04T15:19:41Z,3:55:36
expectedparrot,edsl,https://github.com/expectedparrot/edsl/pull/479,479,2024-05-12T14:29:46Z,250,10,15,208,102,cec0f8673876a5be859415cb793cbfef6dfc26a8,a4c909d4f2eb25c06918eac9a74f17a3a4bf34de,5cf56eebac28f941959ec2a9f8ab5130063ad268,42ece21a1db32732cffcccd334bdf96ce8365fe4,johnjosephhorton,MERGED,2024-05-12T14:29:46Z,2024-05-12T20:46:07Z,6:16:21
expectedparrot,edsl,https://github.com/expectedparrot/edsl/pull/400,400,2024-05-01T23:47:15Z,250,1,1,6,3,6844277a9aeda89ac1577a69406a95f1c4fe4a88,8402265a23f6dbc402672dd0d7a452ba1149634b,210faf18e937669ad2d410289633dc69533a9272,6844277a9aeda89ac1577a69406a95f1c4fe4a88,johnjosephhorton,MERGED,2024-05-01T23:47:15Z,2024-05-01T23:55:20Z,0:08:05
expectedparrot,edsl,https://github.com/expectedparrot/edsl/pull/569,569,2024-05-27T21:02:37Z,250,7,23,659,70,11a91fe8db81a0e4130eb8dfeba5050743a99e4c,5ed9ea6feee704ddc0ec1798bb8568fccee74652,7808466eb96113bcf609fc495531223ac62d8d5c,fcbf8510d1e1b55f875dac67164ae63a8ab31976,johnjosephhorton,MERGED,2024-05-27T21:02:37Z,2024-05-27T21:33:42Z,0:31:05
