owner,repo_name,pull_number,url,state,initial_commit,initial_total_additions,initial_total_deletions,initial_change_lines,initial_file_change,text
giselles-ai,giselle,732,https://github.com/giselles-ai/giselle/pull/732,MERGED,1,10,0,10,1,"fix: prevent duplicate file attachments in message generation

Tracks attached file node IDs to ensure each file is only attached once in a message, preventing duplicate file attachments that could cause issues with LLM providers.

🤖 Generated with [Claude Code](https://claude.ai/code)

Co-Authored-By: Claude <noreply@anthropic.com>"
giselles-ai,giselle,742,https://github.com/giselles-ai/giselle/pull/742,MERGED,1,110,1,111,4,"Add GitHub app installation flow

Implement popup-based GitHub app installation with:
- New completion page that communicates back to parent window
- Installation URL in not-installed state
- UI component for triggering and handling installation process"
giselles-ai,giselle,787,https://github.com/giselles-ai/giselle/pull/787,MERGED,1,6,3,9,1,"Fix language model toolbar positioning

Improved the positioning of the language model toolbar popover by:
1. Adding relative class to the toggle group item
2. Fixing the calculation for left positioning of the detail panel
3. Removing the end alignment to center the popover correctly

🤖 Generated with [Claude Code](https://claude.ai/code)

Co-Authored-By: Claude <noreply@anthropic.com>"
giselles-ai,giselle,788,https://github.com/giselles-ai/giselle/pull/788,MERGED,1,33,5,38,1,"Add animated completion status to workflow nodes

Enhance node completion visualization by replacing static ""Completed"" label with animated version that fades out after displaying for 2 seconds when a node transitions from ""running"" to ""completed"" state.

🤖 Generated with [Claude Code](https://claude.ai/code)

Co-Authored-By: Claude <noreply@anthropic.com>"
giselles-ai,giselle,789,https://github.com/giselles-ai/giselle/pull/789,MERGED,2,62,52,114,5,"Add SWR dependency for data fetching

Added SWR to the codebase to enable more efficient data fetching
with built-in caching, revalidation, and error handling.

🤖 Generated with [Claude Code](https://claude.ai/code)

Co-Authored-By: Claude <noreply@anthropic.com>
Refactor node generation fetching with SWR

Replaced custom fetching implementation with SWR for better data management:
- Moved node generation fetching logic from context to hook
- Added SWR for more efficient data fetching and caching
- Exposed setGenerations in context for better state management
- Updated types to support the new implementation

🤖 Generated with [Claude Code](https://claude.ai/code)

Co-Authored-By: Claude <noreply@anthropic.com>"
grafana,loki,16510,https://github.com/grafana/loki/pull/16510,MERGED,1,35,0,35,1,"chore: add CLAUDE.md with development guide

This adds a CLAUDE.md file with build commands, code style guidelines,
and documentation standards for agentic tools working with the Loki codebase.

🤖 Generated with Claude Code
Co-Authored-By: Claude <noreply@anthropic.com>"
grapeot,web_agentic_ai,27,https://github.com/grapeot/web_agentic_ai/pull/27,MERGED,1,94,31,125,3,"[Cursor] Update documentation with detailed frontend and backend info

- Added CLAUDE.md with command references and coding guidelines
- Updated app/README.md with correct API endpoints and features
- Enhanced frontend/README.md with security and UI details
- Added documentation section with cross-references between files

🤖 Generated with Claude Code
Co-Authored-By: Claude <noreply@anthropic.com>"
honeycombio,honeycomb-mcp,49,https://github.com/honeycombio/honeycomb-mcp/pull/49,MERGED,1,123,6,129,1,"Enhance GitHub Pages workflow to preserve evaluation report history

This change modifies the GitHub Pages deployment workflow to download
existing reports from the live site before deploying new ones, ensuring
that historical evaluation reports are preserved between deployments.

🤖 Generated with [Claude Code](https://claude.ai/code)

Co-Authored-By: Claude <noreply@anthropic.com>"
liam-hq,liam,1481,https://github.com/liam-hq/liam/pull/1481,MERGED,1,277,17,294,6,"feat: add organization member removal feature

- Add remove member functionality with confirmation modal
- Create separate component for invitation items
- Implement self-removal (leave organization)
- Add server action for member removal

🤖 Generated with [Claude Code](https://claude.ai/code)

Co-Authored-By: Claude <noreply@anthropic.com>"
lipas-liikuntapaikat,lipas,146,https://github.com/lipas-liikuntapaikat/lipas/pull/146,MERGED,1,210,188,398,1,"Refactor login views from reagent to uix

- Convert all components from defn to defui
- Replace reagent vector notation with JSX-style $ syntax
- Use uix hooks (use-subscribe) instead of re-frame subscriptions
- Keep lui/text-field components wrapped in r/as-element since they're still reagent components
- Maintain all existing functionality

🤖 Generated with [Claude Code](https://claude.ai/code)
Co-Authored-By: Claude <noreply@anthropic.com>"
llun,activities.next,98,https://github.com/llun/activities.next/pull/98,MERGED,3,303,512,815,3,"Move more tests to it own types spec
fix: Remove unused imports and variables in database test
test: Add like database tests

Add comprehensive tests for like database functionality covering:
- isActorLikedStatus
- getLikeCount
- createLike
- deleteLike

Tests work against both SQL and Firestore implementations and include
edge cases like non-existent statuses and duplicate likes.

🤖 Generated with [Claude Code](https://claude.ai/code)
Co-Authored-By: Claude <noreply@anthropic.com>"
llun,activities.next,102,https://github.com/llun/activities.next/pull/102,MERGED,4,286,206,492,7,"Refactor createNoteFromUserInput to use sendNoteJob for network requests
Modify sendNoteJob to fetch inboxes internally instead of receiving them as parameters
Clean up createNote
Fix tests"
llun,activities.next,104,https://github.com/llun/activities.next/pull/104,MERGED,1,6,6,12,2,Update schema fixing mentions and tags missing from Mastodon status
llun,feeds,503,https://github.com/llun/feeds/pull/503,MERGED,5,115,54,169,8,"Remove conflict stylesheet
Bump version for minor fixes
Fix long site name for mobile
Anchor scroll element to header
Make ThemeToggle smaller for mobile view"
ltwlf,json-diff-ts,207,https://github.com/ltwlf/json-diff-ts/pull/207,MERGED,1,76,6,82,3,"fix: properly apply null values in applyChangeset

When changing a property from a non-null value to null, the applyChangeset
function did not correctly apply the change. The issue was in the conditional
check that determines if a change should be applied as a leaf change or a
branch change. Modified the condition to explicitly handle null values with
ADD operations as leaf changes.

Fixes #198

🤖 Generated with [Claude Code](https://claude.ai/code)
Co-Authored-By: Claude <noreply@anthropic.com>"
ltwlf,json-diff-ts,217,https://github.com/ltwlf/json-diff-ts/pull/217,MERGED,1,1,1,2,1,"Update version from beta to stable release 4.2.0

🤖 Generated with [Claude Code](https://claude.ai/code)
Co-Authored-By: Claude <noreply@anthropic.com>"
ltwlf,json-diff-ts,222,https://github.com/ltwlf/json-diff-ts/pull/222,MERGED,3,27,2,29,3,"Fix issue #221: Remove unnecessary undefined assignment in removeKey function

This change removes the line that sets a property to undefined before deleting it, which was causing issues when using json-diff-ts with Automerge.

🤖 Generated with [Claude Code](https://claude.ai/code)

Co-Authored-By: Claude <noreply@anthropic.com>
Add unit test for issue #221 fix

Tests that the removeKey function correctly deletes properties without the unnecessary undefined assignment.

🤖 Generated with [Claude Code](https://claude.ai/code)

Co-Authored-By: Claude <noreply@anthropic.com>
Bump version to 4.2.1 for bugfix release

Updates version for the fix of issue #221.

🤖 Generated with [Claude Code](https://claude.ai/code)

Co-Authored-By: Claude <noreply@anthropic.com>"
making,yavi,463,https://github.com/making/yavi/pull/463,MERGED,1,252,20,272,1,"Enhance ConstraintViolation with JavaDoc and add MessageFormatter parameter

- Added comprehensive JavaDoc documentation to the ConstraintViolation class
- Added message(MessageFormatter) method to allow runtime formatter switching
- Added detail(MessageFormatter) method to customize violation details
- Applied spring-javaformat for consistent code style
- Improved code documentation with examples and detailed explanations
- New methods marked with @since 0.16.0 tag

🤖 Generated with [Claude Code](https://claude.ai/code)

Co-Authored-By: Claude <noreply@anthropic.com>"
mattermost,mattermost,30423,https://github.com/mattermost/mattermost/pull/30423,MERGED,2,36,28,64,2,"MM-62160: Avoid SELECT * in user_terms_of_service.go

- Added userTermsOfServiceSelectQuery in the constructor
- Replaced raw SQL query with query builder pattern
- Used explicit column selection instead of SELECT *
- Made the implementation more resilient to schema changes

🤖 Generated with [Claude Code](https://claude.ai/code)
Co-Authored-By: Claude <noreply@anthropic.com>
MM-62160: Also avoid SELECT * in terms_of_service_store.go

- Added termsOfServiceSelectQuery field to store struct
- Replaced SELECT * with explicit column selection
- Updated GetLatest and Get methods to use the query builder pattern
- Made the implementation more resilient to schema changes

🤖 Generated with [Claude Code](https://claude.ai/code)
Co-Authored-By: Claude <noreply@anthropic.com>"
mattermost,mattermost,30581,https://github.com/mattermost/mattermost/pull/30581,MERGED,1,5,1,6,1,"[MM-63586] Fix Jump to recents dismiss icon visibility

- Fixed dismiss icon color in the Jump to recents toast by changing the fill from button-bg-rgb to button-color-rgb
- Added hover state for dismiss icon to increase visibility when hovered

🤖 Generated with [Claude Code](https://claude.ai/code)

Co-Authored-By: Claude <noreply@anthropic.com>"
mattermost,mattermost,30607,https://github.com/mattermost/mattermost/pull/30607,MERGED,1,6,4,10,2,"MM-60797: Fix errcheck issues in support_packet_test.go

Fixes https://github.com/mattermost/mattermost/issues/29102

- Fix error handling in fileutils.FindDir() call by properly checking the returned boolean value
- Add proper error handling for SetPhase2PermissionsMigrationStatus calls
- Remove channels/app/support_packet_test.go from the errcheck exception list in .golangci.yml

🤖 Generated with [Claude Code](https://claude.ai/code)

Co-Authored-By: Claude <noreply@anthropic.com>"
mattermost,mattermost,30608,https://github.com/mattermost/mattermost/pull/30608,MERGED,1,2,2,4,2,Fix errcheck error in plugin_test.go by properly handling error from th.App.ch.RemovePlugin
mattermost,mattermost,30610,https://github.com/mattermost/mattermost/pull/30610,MERGED,1,6,4,10,2,"MM-29092 Fix error handling in auto_environment.go

- Removed file from errcheck linter exception list
- Fixed unchecked error from client.LoginById call
- Fixed incorrect error returns that were returning nil instead of the error

Fixes https://github.com/mattermost/mattermost/issues/29092

🤖 Generated with [Claude Code](https://claude.ai/code)

Co-Authored-By: Claude <noreply@anthropic.com>"
mattermost,mattermost,30613,https://github.com/mattermost/mattermost/pull/30613,MERGED,1,13,4,17,2,"MM-28765: Fix errcheck issues in server/channels/manualtesting/manual_testing.go

1. Fixed hasher.Write() to check error return
2. Fixed VerifyEmail() to check error return
3. Fixed SaveMember() to check error return
4. Added typecheck exclusion for testAutoLink in .golangci.yml

🤖 Generated with [Claude Code](https://claude.ai/code)

Co-Authored-By: Claude <noreply@anthropic.com>"
mattermost,mattermost,30624,https://github.com/mattermost/mattermost/pull/30624,MERGED,1,4,2,6,2,"[MM-28761] Fix errcheck linter issues in hosted_purchase_screening worker

- Removed the exception for the file from .golangci.yml
- Added proper error handling for PermanentDeleteByName method

Fixes https://github.com/mattermost/mattermost/issues/28761"
mattermost,mattermost,30708,https://github.com/mattermost/mattermost/pull/30708,MERGED,1,4,2,6,2,"[MM-28762] Fix errcheck issues in jobs.go

- Remove file exception in .golangci.yml
- Handle error from pprof.Lookup(\goroutine\).WriteTo() in HandleJobPanic
- Add appropriate logging for the error case

🤖 Generated with [Claude Code](https://claude.ai/code)

Co-Authored-By: Claude <noreply@anthropic.com>"
mattermost,mattermost-developer-documentation,1440,https://github.com/mattermost/mattermost-developer-documentation/pull/1440,MERGED,1,0,1,1,1,"Clarify bot account permissions for slash commands

Fix for MM-63391 - update bot documentation to remove the incorrect statement that bots cannot manage slash commands. Like any other user, bots can manage integrations for teams to which they are added.

🤖 Generated with [Claude Code](https://claude.ai/code)

Co-Authored-By: Claude <noreply@anthropic.com>"
mattgodbolt,jsbeeb,476,https://github.com/mattgodbolt/jsbeeb/pull/476,MERGED,1,6,2,8,2,"Fix ES module import issue in test-utils.js

Replace require() with dynamic import() for ES modules compatibility.
Also add git workflow guideline to CLAUDE.md.

🤖 Generated with [Claude Code](https://claude.ai/code)

Co-Authored-By: Claude <noreply@anthropic.com>"
mc-bench,mc-bench-backend,136,https://github.com/mc-bench/mc-bench-backend/pull/136,MERGED,1,8,13,21,5,"Fix worker deployment configuration

Standardize worker naming configuration by moving command arguments to Dockerfiles and using WORKER_NAME environment variable. This allows for consistent worker naming across local development and production deployments.

🤖 Generated with [Claude Code](https://claude.ai/code)
Co-Authored-By: Claude <noreply@anthropic.com>"
mc-bench,mc-bench-backend,137,https://github.com/mc-bench/mc-bench-backend/pull/137,MERGED,1,16,24,40,4,"Move worker command args to Dockerfiles

Replace command-line Celery arguments with environment variables for worker configuration, allowing consistent entrypoint usage across deployment scripts.

🤖 Generated with [Claude Code](https://claude.ai/code)
Co-Authored-By: Claude <noreply@anthropic.com>"
mc-bench,mc-bench-backend,138,https://github.com/mc-bench/mc-bench-backend/pull/138,MERGED,1,845,45,890,9,"Add observational notes and pending proposal counts to models, prompts, and templates

- Add filtering by observational notes and pending proposals in list endpoints
- Optimize queries to prevent N+1 problems when fetching counts
- Add fields to response schema for consistent API
- Add SQL ignore rules to ruff config to handle raw SQL comparisons

🤖 Generated with [Claude Code](https://claude.ai/code)
Co-Authored-By: Claude <noreply@anthropic.com>"
mc-bench,mc-bench-backend,139,https://github.com/mc-bench/mc-bench-backend/pull/139,MERGED,1,3874,180,4054,45,"Add leaderboard system with ELO rating for models, prompts, and samples

- Implement ELO rating calculation system with proper win/loss tracking
- Add test sets to organize samples for voting and comparisons
- Create session and identification tracking for anonymous and authenticated users
- Add prepared SQL statements for optimized comparison batch queries
- Update API endpoints to support leaderboard displays and filtering
- Add unit tests for ELO calculation utilities

🤖 Generated with [Claude Code](https://claude.ai/code)
Co-Authored-By: Claude <noreply@anthropic.com>"
mc-bench,mc-bench-backend,141,https://github.com/mc-bench/mc-bench-backend/pull/141,MERGED,1,1446,433,1879,15,"Filter leaderboard tags to unique used tags, add timed cache

🤖 Generated with [Claude Code](https://claude.ai/code)
Co-Authored-By: Claude <noreply@anthropic.com>

Add database indexes for comparison query optimization

- Add indexes for sample, comparison, and leaderboard tables
- Create partial index for active approved samples
- Optimize joins for artifact and run tables
- Enhance query performance for leaderboard endpoints

🤖 Generated with [Claude Code](https://claude.ai/code)
Co-Authored-By: Claude <noreply@anthropic.com>

Fix duplicate win/loss counts in prompt leaderboard API

🤖 Generated with [Claude Code](https://claude.ai/code)
Co-Authored-By: Claude <noreply@anthropic.com>

Use names/slugs in leaderboard API endpoints instead of UUIDs

🤖 Generated with [Claude Code](https://claude.ai/code)
Co-Authored-By: Claude <noreply@anthropic.com>

Fix leaderboard bugs and improve API response models

🤖 Generated with [Claude Code](https://claude.ai/code)
Co-Authored-By: Claude <noreply@anthropic.com>

Add sample statistics endpoint for leaderboard

🤖 Generated with [Claude Code](https://claude.ai/code)
Co-Authored-By: Claude <noreply@anthropic.com>"
mc-bench,mc-bench-backend,143,https://github.com/mc-bench/mc-bench-backend/pull/143,MERGED,1,188,11,199,4,"Fix rendering biome tinting and add technical documentation

- Fix biome tinting for dark colors by preserving brightness
- Add luminance-based tinting to maintain texture detail
- Improve water rendering by limiting tint application
- Pass logging interval parameters from worker settings
- Add detailed technical documentation on biome tinting process

🤖 Generated with [Claude Code](https://claude.ai/code)
Co-Authored-By: Claude <noreply@anthropic.com>"
mc-bench,mc-bench-backend,144,https://github.com/mc-bench/mc-bench-backend/pull/144,MERGED,1,80,2,82,2,"Fix admin API permissions and service account

- Add missing DELETE permissions for admin API (tag, model, provider, prompt, template)
- Add missing UPDATE permissions for admin API
- Fix service account credentials in docker-compose

🤖 Generated with [Claude Code](https://claude.ai/code)
Co-Authored-By: Claude <noreply@anthropic.com>"
mc-bench,mc-bench-backend,145,https://github.com/mc-bench/mc-bench-backend/pull/145,MERGED,1,21,13,34,7,"Fix task queue routing for worker processes

- Split admin worker tasks into specialized queues (generation, prompt, parse, validate, post_process, prepare)
- Update Dockerfile to listen on all specialized queues
- Update task signatures to route to appropriate queues
- Improve celery task routing for better load distribution

🤖 Generated with [Claude Code](https://claude.ai/code)
Co-Authored-By: Claude <noreply@anthropic.com>"
mc-bench,mc-bench-backend,163,https://github.com/mc-bench/mc-bench-backend/pull/163,MERGED,1,151,117,268,1,"refactor: migrate leaderboard API endpoints to query parameters

- Add new endpoints using query parameters instead of path segments
- Standardize metadata endpoints to use plural nouns
- Comment out deprecated endpoints to resolve API errors
- Improve API documentation for all endpoints

This migration improves reliability by avoiding URL encoding issues
while maintaining a clean API structure that follows RESTful practices.

🤖 Generated with [Claude Code](https://claude.ai/code)

Co-Authored-By: Claude <noreply@anthropic.com>"
mc-bench,mc-bench-frontend,99,https://github.com/mc-bench/mc-bench-frontend/pull/99,MERGED,1,104,8,112,2,"Update Infra.tsx to support enhanced worker identification

This commit enhances the infrastructure management UI to leverage the improved worker identification in the backend:

1. Updated the Worker interface to include new fields:
   - displayName: formatted worker name (container@hostname)
   - containerName: container part of the worker name
   - nodeName: node/hostname part of the worker name

2. Enhanced the UI to display and utilize the new fields:
   - Added dedicated columns for Node and Container in the workers table
   - Added Worker Info section in the expanded view showing container and node details
   - Updated worker display to use displayName when available

3. Added new sorting and filtering capabilities:
   - Sort workers by node or container
   - Search by node name or container name

4. Fixed field naming to consistently use camelCase throughout the component

These changes align with backend improvements that enhance worker identification by using
a standardized naming format (CONTAINER@HOSTNAME) to improve observability and management.

🤖 Generated with [Claude Code](https://claude.ai/code)
Co-Authored-By: Claude <noreply@anthropic.com>"
mc-bench,mc-bench-frontend,104,https://github.com/mc-bench/mc-bench-frontend/pull/104,MERGED,1,3513,1483,4996,30,"✨ Dark mode for Generations UI components

- Added dark mode styling to the Generations screens (Create, List, View)
- Updated SearchSelect and SimpleSearchSelect components with dark mode compatibility
- Enhanced UI elements with appropriate dark/light mode text and background colors
- Fixed styling for experimental state badges and filters in search components
- Added URL state synchronization for filter selections in SearchSelect component

🤖 Generated with [Claude Code](https://claude.ai/code)
Co-Authored-By: Claude <noreply@anthropic.com>"
mc-bench,mc-bench-frontend,105,https://github.com/mc-bench/mc-bench-frontend/pull/105,MERGED,1,3513,1483,4996,30,"✨ Dark mode for Generations UI components

- Added dark mode styling to the Generations screens (Create, List, View)
- Updated SearchSelect and SimpleSearchSelect components with dark mode compatibility
- Enhanced UI elements with appropriate dark/light mode text and background colors
- Fixed styling for experimental state badges and filters in search components
- Added URL state synchronization for filter selections in SearchSelect component

🤖 Generated with [Claude Code](https://claude.ai/code)
Co-Authored-By: Claude <noreply@anthropic.com>"
mc-bench,mc-bench-frontend,106,https://github.com/mc-bench/mc-bench-frontend/pull/106,MERGED,1,460,65,525,6,"✨ Feat: add ""Propose Release"" action to list views

- Create reusable ProposeExperimentalModal component
- Add ""Propose Release"" option to prompt, model, and template list actions
- Maintain UI consistency between detail and list views
- Update proposal count without page reload

🤖 Generated with [Claude Code](https://claude.ai/code)
Co-Authored-By: Claude <noreply@anthropic.com>"
mc-bench,mc-bench-frontend,109,https://github.com/mc-bench/mc-bench-frontend/pull/109,MERGED,1,5054,882,5936,42,"✨ Feat: Implement leaderboard with model performance visualization

- Add API client for leaderboard data fetching
- Create visualization components for model performance (bucket/quartile charts)
- Add session tracking to maintain user identity across leaderboard interactions
- Update navigation with improved dropdown menus
- Implement sample sharing functionality with public view

🤖 Generated with [Claude Code](https://claude.ai/code)
Co-Authored-By: Claude <noreply@anthropic.com>"
mc-bench,mc-bench-frontend,112,https://github.com/mc-bench/mc-bench-frontend/pull/112,MERGED,1,1499,795,2294,17,"🔄 Change: Update proposal action button labels from Accept/Reject to Adopt/Discard

🤖 Generated with [Claude Code](https://claude.ai/code)
Co-Authored-By: Claude <noreply@anthropic.com>

🔄 Improve leaderboard mobile layout with vertical data display

🤖 Generated with [Claude Code](https://claude.ai/code)
Co-Authored-By: Claude <noreply@anthropic.com>

🔄 Improve leaderboard distribution chart with better mobile layout

🧩 Generated with [Claude Code](https://claude.ai/code)
Co-Authored-By: Claude <noreply@anthropic.com>

📱 Update ModelDetail top samples with consistent mobile layout

🧩 Generated with [Claude Code](https://claude.ai/code)
Co-Authored-By: Claude <noreply@anthropic.com>

🔄 Fix ModelDetail to always show top samples section

- Make top samples section always visible in ModelDetail regardless of active tab
- Remove ""Last Updated"" column from PromptLeaderboard to focus on performance metrics
- Improve mobile layout of PromptLeaderboard with consistent styling

🦾 Generated with [Claude Code](https://claude.ai/code)
Co-Authored-By: Claude <noreply@anthropic.com>

🔄 Standardize loading spinners across app

🔍 Implement persistent tag filtering across leaderboard views

🤖 Generated with [Claude Code](https://claude.ai/code)
Co-Authored-By: Claude <noreply@anthropic.com>

🔄 Refactor leaderboard API for name-based routing and improved error handling

- Update API endpoints to use name parameters instead of IDs
- Standardize error handling across API client functions
- Fix URL parameter handling to use consistent naming conventions
- Update route in App.tsx to use model slugs instead of IDs

🤖 Generated with [Claude Code](https://claude.ai/code)
Co-Authored-By: Claude <noreply@anthropic.com>

✨ Add model samples endpoint and view with better prompt performance UX

- Added API endpoint for getting samples by model/prompt
- Created ModelSamplesList component for viewing samples
- Improved UX by making prompt rows clickable
- Removed admin links from leaderboard views

🤖 Generated with [Claude Code](https://claude.ai/code)
Co-Authored-By: Claude <noreply@anthropic.com>"
mc-bench,mc-bench-frontend,113,https://github.com/mc-bench/mc-bench-frontend/pull/113,MERGED,1,183,25,208,7,"✨ Add automatic test set assignment to sample workflow

- Add test set selection to generation creation workflow
- Store default test set in generation data
- Display default test set in generation view
- Auto-approve samples with pre-assigned test sets
- Improve model viewer with better pan controls

🤖 Generated with [Claude Code](https://claude.ai/code)
Co-Authored-By: Claude <noreply@anthropic.com>"
mc-bench,mc-bench-frontend,121,https://github.com/mc-bench/mc-bench-frontend/pull/121,MERGED,1,101,12,113,1,"🔧 Improve: optimize pagination display in ListSamples

- Limit pagination to show at most a dozen pages
- Show first 3, last 3, and 5 pages around current page
- Add ""jump"" buttons to navigate 5 pages at a time
- Use ellipsis to indicate page gaps
- Prevents pagination from overflowing screen on large page counts

🤖 Generated with [Claude Code](https://claude.ai/code)
Co-Authored-By: Claude <noreply@anthropic.com>"
mc-bench,mc-bench-frontend,122,https://github.com/mc-bench/mc-bench-frontend/pull/122,MERGED,1,124,0,124,1,"✨ Feat: add authentication nudges to voting page

Add periodic login prompts after every 10-15 votes to encourage users to create accounts. Authentication provides access to more builds and allows tracking of voting history.

🤖 Generated with [Claude Code](https://claude.ai/code)
Co-Authored-By: Claude <noreply@anthropic.com>"
mc-bench,mc-bench-frontend,128,https://github.com/mc-bench/mc-bench-frontend/pull/128,MERGED,1,178,7,185,2,"✨ Feat: implement advanced mesh instancing in ModelUtils

This commit adds efficient object instancing to the frontend renderer that matches the backend approach:
- Creates unique mesh keys based on geometry, materials, and UVs
- Implements an instance cache to reuse identical geometries
- Optimizes memory usage by sharing geometry between duplicate meshes
- Adds detailed instancing statistics and proper cleanup handling
- Exposes enableInstancing prop to toggle the feature

🤖 Generated with [Claude Code](https://claude.ai/code)
Co-Authored-By: Claude <noreply@anthropic.com>"
modelcontextprotocol,inspector,158,https://github.com/modelcontextprotocol/inspector/pull/158,MERGED,1,33,0,33,1,"docs: add CLAUDE.md for development guidance

Created a CLAUDE.md file containing build commands, code style guidelines, and project organization information for future development work.

🤖 Generated with [Claude Code](https://docs.anthropic.com/s/claude-code)
Co-Authored-By: Claude <noreply@anthropic.com>"
modelcontextprotocol,servers,1197,https://github.com/modelcontextprotocol/servers/pull/1197,MERGED,1,168,36,204,3,"Add resource reference support to MCP server

- Add new tool 'getResourceReference' that returns embedded resources
- Add new prompt 'resource_prompt' demonstrating embedded resources in prompts
- Update documentation with new tool and prompt details
- Create CLAUDE.md with development guidelines

🤖 Generated with [Claude Code](https://claude.ai/code)

Co-Authored-By: Claude <noreply@anthropic.com>"
modelcontextprotocol,typescript-sdk,163,https://github.com/modelcontextprotocol/typescript-sdk/pull/163,MERGED,1,25,0,25,1,"Add CLAUDE.md with SDK development guide

🤖 Generated with [Claude Code](https://docs.anthropic.com/s/claude-code)
Co-Authored-By: Claude <noreply@anthropic.com>"
monarch-initiative,aurelian,22,https://github.com/monarch-initiative/aurelian/pull/22,MERGED,1,235,1,236,5,"Add MCP implementation for diagnosis agent

- Create MCP server for diagnosis agent to expose disease diagnosis capabilities
- Update configuration generator to support diagnosis agent type
- Add MCP discovery tool to list available MCP agents and tools
- Update documentation to mention diagnosis agent MCP server

🤖 Generated with [Claude Code](https://claude.ai/code)
Co-Authored-By: Claude <noreply@anthropic.com>"
monarch-initiative,aurelian,27,https://github.com/monarch-initiative/aurelian/pull/27,MERGED,1,1,1,2,1,"fix: update GitHub Actions test command to use poetry run pytest

🤖 Generated with [Claude Code](https://claude.ai/code)
Co-Authored-By: Claude <noreply@anthropic.com>"
natolambert,rlhf-book,70,https://github.com/natolambert/rlhf-book/pull/70,MERGED,1,8,9,17,4,"Fix typos across repository

- Fix ""Non-Commerical"" to ""Non-Commercial"" in README.md
- Fix ""al alternative"" to ""an alternative"" in README.md
- Fix ""ion case"" to ""in case"" in README.md
- Fix ""PreFT,where"" to ""PreFT, where"" in 01-introduction.md
- Remove meta-text ""Here's a markdown table..."" in 06-preference-data.md
- Replace ""TODO BT model"" with ""the Bradley-Terry model section"" in 12-direct-alignment.md
- Fix missing space after equation in 12-direct-alignment.md
- Fix equation tag from {#eq:eq:dpo_loss_deriv0} to {#eq:dpo_loss_deriv0}

🤖 Generated with [Claude Code](https://claude.ai/code)

Co-Authored-By: Claude <noreply@anthropic.com>"
natolambert,rlhf-book,91,https://github.com/natolambert/rlhf-book/pull/91,MERGED,1,107,37,144,5,"Fix dark mode toggle functionality

- Changed button selection from class to ID for more reliable targeting
- Updated dark-mode.js to target buttons by ID
- Ensures Makefile copies dark-mode.js to build directories
- Adds code to dynamically apply dark-mode class to buttons
- Improves button text updates to toggle between Dark/Light Mode

🤖 Generated with [Claude Code](https://claude.ai/code)

Co-Authored-By: Claude <noreply@anthropic.com>"
natolambert,rlhf-book,112,https://github.com/natolambert/rlhf-book/pull/112,MERGED,1,7,7,14,5,"Fix various typos across book chapters

- Fix duplicate ""the the"" in chapters 14 and 17
- Add space in mathematical notation in chapter 4
- Fix capitalization in ""George W. Bush"", ""Jeb Bush"", and ""Arizona"" in chapter 1
- Fix grammar in chapter 17
- Fix ""a industrialized"" to ""an industrialized"" in chapter 16
- Add proper hyphenation for ""community-driven"" and ""third-party"" in chapter 16

🤖 Generated with [Claude Code](https://claude.ai/code)

Co-Authored-By: Claude <noreply@anthropic.com>"
nerfstudio-project,viser,421,https://github.com/nerfstudio-project/viser/pull/421,MERGED,1,371,337,708,28,Convert documentation from Markdown to RST
nerfstudio-project,viser,424,https://github.com/nerfstudio-project/viser/pull/424,MERGED,1,7,5,12,2,"Fix logo path and improve HTTP headers

- Use relative path for logo to fix display in various hosting scenarios
- Add Content-Length header and always include Content-Encoding for better HTTP compliance

🤖 Generated with [Claude Code](https://claude.ai/code)

Co-Authored-By: Claude <noreply@anthropic.com>"
nerfstudio-project,viser,425,https://github.com/nerfstudio-project/viser/pull/425,MERGED,1,1,1,2,1,"Update @react-three/drei to ^10.0.5

🤖 Generated with [Claude Code](https://claude.ai/code)

Co-Authored-By: Claude <noreply@anthropic.com>"
nerfstudio-project,viser,428,https://github.com/nerfstudio-project/viser/pull/428,MERGED,1,20,12,32,7,"Rename set_environment_map to configure_environment_map

- Renames method for consistency with configure_theme, configure_default_lights
- Adds backward compatibility shim with deprecation warning
- Updates docstrings and example usages

🤖 Generated with [Claude Code](https://claude.ai/code)

Co-Authored-By: Claude <noreply@anthropic.com>"
nerfstudio-project,viser,440,https://github.com/nerfstudio-project/viser/pull/440,MERGED,1,4,1,5,1,"Suppress key error when flushing disconnected clients

🤖 Generated with [Claude Code](https://claude.ai/code)

Co-Authored-By: Claude <noreply@anthropic.com>"
obophenotype,uberon,3508,https://github.com/obophenotype/uberon/pull/3508,MERGED,2,2,2,4,1,"Remove incorrect 'part_of conus arteriosus' relationship from uterine tube structures

Removed the incorrect relationship 'part_of UBERON:0003983 \! conus arteriosus' from:
- UBERON:0007181 (serosa of infundibulum of uterine tube)
- UBERON:0007182 (muscle layer of infundibulum of uterine tube)

These uterine tube structures were incorrectly related to the heart structure, which has now been fixed.

Signed-off-by: Chris Mungall <cjm@berkeleybop.org>
Fixed issue #2911: removed erroneous part_of relationships between conus arteriosus and uterine tube structures

The terms UBERON:0007181 (serosa of infundibulum of uterine tube) and UBERON:0007182 (muscle layer of infundibulum of uterine tube) incorrectly had part_of relationships to UBERON:0003983 (conus arteriosus), which is a cardiac structure. This commit removes these incorrect relationships.

Signed-off-by: @dragon-ai-agent"
