owner,repo_name,pull_number,url,state,initial_commit,initial_total_additions,initial_total_deletions,initial_change_lines,initial_file_change,text
giselles-ai,giselle,258,https://github.com/giselles-ai/giselle/pull/258,MERGED,9,356,581,937,8,"refactor(execution): Replace stepId with step in ExecutionContext

- Update ExecutionContext to use a Step type instead of StepId
- Simplify step resolution logic in performFlowExecution and retryStep
- Improve readability and maintainability of flow execution code
refactor(execution): Simplify node and artifact resolution

- Extract node and artifact resolution logic into separate functions
- Pass ExecutionContext directly where needed to streamline resolutions
- Improve code organization and maintainability
refactor(execution): Remove unused flowId parameter from execution

- Eliminate the flowId parameter from ExecuteFlowParams and related calls
- Simplify function signatures by focusing on necessary parameters
- Enhance code clarity and reduce redundancy
remove
feat(execution): Add node execution capability

- Introduce executeNode function to handle execution for a single node
- Update ExecutionProvider to include executeNode method and related logic
- Modify PropertiesPanel to call executeNode instead of the previous execute method
- Implement flow derivation from a node context for cleaner execution handling
- Enhance graph utilities with a test case for one-node scenarios
feat(execution): Enhance artifact updates during execution

- Introduce updateArtifact callback to handle live updates of artifacts
- Refactor executeStep and executeJob to utilize the new callback
- Improve performance of artifact management during flow execution
- Ensure consistent state updates across artifact transformations
refactor(actions): Remove unused action function and imports

- Eliminate the action function and its associated logic, as it is no longer needed
- Clean up imports in actions, properties panel, and execution contexts to reflect the removal
- Streamline codebase by removing redundant artifact management logic in execution
feat(execution): Enhance step and job execution with callbacks

- Refactor executeStep and executeJob to accept callback functions for success and failure handling
- Introduce onStepFinish and onStepFail callbacks for better integration of execution outcomes
- Update the ExecutionProvider to manage artifact updates and provide step execution feedback
- Improve overall artifact management during node processing and execution flow
feat(execution): Set tab on node execution invocation

- Update executeNode function to set the active tab to ""Result"" when a node is executed
- Improve user experience by providing immediate feedback in the UI during execution"
giselles-ai,giselle,288,https://github.com/giselles-ai/giselle/pull/288,MERGED,1,1,1,2,1,"fix(components): Add key prop to text panel TabsContent

Adds missing key prop to TabsContent component in properties panel when
rendering text node content. This prevents React re-render issues and
improves component stability when switching between different text nodes."
giselles-ai,giselle,292,https://github.com/giselles-ai/giselle/pull/292,MERGED,2,16,13,29,3,"fix(agent): Improve agent name handling with null values

Allow empty agent names to be stored as null and ensure consistent default
naming across the application. This change makes the agent name handling more
robust and consistent with database schema.

- Update AgentNameProvider to handle null values
- Standardize ""Unnamed Agent"" as default fallback text
- Make type signatures more accurate with string | null
refactor(ui): Extract agent name fallback to constant

Centralize the default agent name into a single constant to improve
maintainability and consistency across the UI. Change fallback text from
""Unnamed Agent"" to ""Untitled Agent"" to match design requirements.

- Add fallbackAgentName constant
- Update references to use the new constant
- Update default text to ""Untitled Agent"""
giselles-ai,giselle,323,https://github.com/giselles-ai/giselle/pull/323,MERGED,1,1,1,2,1,print payload name
giselles-ai,giselle,374,https://github.com/giselles-ai/giselle/pull/374,MERGED,1,30,34,64,3,"chore(deps): Upgrade Turbo from 2.3.3 to 2.4.2

Update Turbo dependency and remove it from catalog version control to use
explicit versioning. This ensures consistent builds across environments."
giselles-ai,giselle,457,https://github.com/giselles-ai/giselle/pull/457,MERGED,2,93,24,117,6,"Add output accessors to nodes and update generation flow

The new accessor property on Output connects node outputs with
generated content types, enabling proper data flow between nodes.
Also refactors generation output handling to track which output
produced what data.
add buildinfo"
giselles-ai,giselle,462,https://github.com/giselles-ai/giselle/pull/462,MERGED,1,9,34,43,2,Remove feature flag and always use new UI workflow
giselles-ai,giselle,470,https://github.com/giselles-ai/giselle/pull/470,MERGED,1,2,2,4,1,Update generation file paths to use directory structure
giselles-ai,giselle,472,https://github.com/giselles-ai/giselle/pull/472,MERGED,3,16,16,32,8,"Switch from ai/react to @ai-sdk/react for useChat import
Fix Message import to use @ai-sdk/react instead of ai
Import @ai-sdk/react and update message type import"
giselles-ai,giselle,477,https://github.com/giselles-ai/giselle/pull/477,MERGED,1,23,0,23,1,Add developer guide with build and style guidelines
giselles-ai,giselle,583,https://github.com/giselles-ai/giselle/pull/583,MERGED,1,18,34,52,1,Refactor node connection styling using group data attributes
giselles-ai,giselle,737,https://github.com/giselles-ai/giselle/pull/737,MERGED,3,304,311,615,2,"revert
revert
revert"
giselles-ai,giselle,756,https://github.com/giselles-ai/giselle/pull/756,MERGED,1,50,1,51,1,"Add animated gradient effect to workflow connectors

Co-authored-by: kaochannel154 <kaochannel154@gmail.com>"
giselles-ai,giselle,757,https://github.com/giselles-ai/giselle/pull/757,MERGED,3,155,108,263,9,"Add TriggerContentReference type
fix disconnected input, output
Add Run v2 feature flag"
giselles-ai,giselle,766,https://github.com/giselles-ai/giselle/pull/766,MERGED,1,129,45,174,12,update
giselles-ai,giselle,769,https://github.com/giselles-ai/giselle/pull/769,MERGED,4,571,108,679,16,"Refactor image generation to support multiple providers
Add OpenAI image generation support

Implement OpenAI's image generation model alongside existing FAL
providers. Refactor image generation code to use provider-based
discrimination, allowing multiple image generation services to coexist.
Split image generation model panel by provider
Add gptImage1 feature flag"
giselles-ai,giselle,783,https://github.com/giselles-ai/giselle/pull/783,MERGED,2,860,472,1332,8,"Add buildWorkflowFromNode function with tests

This feature allows creating workflows starting from a specific node,
including only nodes connected to the starting point. Includes both
unit tests and tests using real workflow data.
Refactor workflow utils to improve API and organization

Simplify buildWorkflowFromNode to accept arrays instead of maps, extract
test data to dedicated file, and split functionality into separate files
with clear responsibilities."
google,tensorstore,187,https://github.com/google/tensorstore/pull/187,MERGED,1,27,19,46,1,ec2_credential_provider supports IMDSv2
grapeot,web_agentic_ai,4,https://github.com/grapeot/web_agentic_ai/pull/4,MERGED,2,96,195,291,2,"[Cursor] Add GitHub workflow for automated testing

- Added CI workflow documentation to README.md
- Created GitHub Actions workflow file that runs unit tests
- Workflow triggers on PRs and merges to main/master branches
[Cursor] Simplify README.md for better readability

- Reorganized content into clearer sections
- Condensed detailed explanations into concise feature list
- Simplified testing instructions
- Shortened overall length while preserving essential information"
haya14busa,action-bumpr,52,https://github.com/haya14busa/action-bumpr/pull/52,MERGED,1,4,4,8,1,fix here string solution again
honeycombio,honeycomb-mcp,3,https://github.com/honeycombio/honeycomb-mcp/pull/3,MERGED,1,1581,214,1795,6,improve queryspec and validation
honeycombio,honeycomb-mcp,26,https://github.com/honeycombio/honeycomb-mcp/pull/26,MERGED,1,4,1,5,1,add __all__ to ds schema validator
julep-ai,julep,375,https://github.com/julep-ai/julep/pull/375,MERGED,2,2981,5172,8153,160,"version(sdks): Version 0.3.4

Signed-off-by: Diwank Tomer <diwank@julep.ai>
doc: Regenerate docs

Signed-off-by: Diwank Tomer <diwank@julep.ai>"
kirschbaum-development,commentions,7,https://github.com/kirschbaum-development/commentions/pull/7,MERGED,2,538,83,621,25,"Added test suite
wip"
liam-hq,liam,782,https://github.com/liam-hq/liam/pull/782,MERGED,1,1,2,3,1,"Revert ""Fix: Rollup error in initCommand/index.ts"""
liam-hq,liam,1339,https://github.com/liam-hq/liam/pull/1339,MERGED,1,10,2,12,1,"feat(jobs): Integrate applyOverrides function to enhance schema processing

- Added the applyOverrides function from the db-structure package to apply schema overrides when currentSchemaMeta is present.
- Updated the processGenerateSchemaMeta function to use the overridden database structure for schema meta generation."
linkml,linkml-store,14,https://github.com/linkml/linkml-store/pull/14,MERGED,2,576,104,680,4,"updating notebook
attach"
lipas-liikuntapaikat,lipas,148,https://github.com/lipas-liikuntapaikat/lipas/pull/148,MERGED,12,3209,363,3572,13,"Fix misplaced map key
Add ptv org data for pilot municipalities

NOTE: let's check if auth still requires 'special' org-ids:s..
Add correct ptv auth id's for pilot cities
WIP
Add working legacy WFS impl
Progress
Add special treatment to :kulkusuunta key
Add more robust dev env check
Add geoserver api calls
Localize enum and enum coll values
Switch to official geoserver docker build

Also update to latest
Add wfs migration and refresh utils"
llun,activities.next,89,https://github.com/llun/activities.next/pull/89,MERGED,1,67,29,96,1,Add get status api
ltwlf,json-diff-ts,186,https://github.com/ltwlf/json-diff-ts/pull/186,MERGED,5,147,71,218,8,"4.0.2-preview: increase typescript compatibility for before 3.8
Refactor jsonDiff.ts to handle type changes and undefined values

This commit refactors the jsonDiff.ts file to handle type changes and undefined values. It introduces a flag, treatTypeChangeAsReplace, to determine if a change in type should be treated as a replacement. If the flag is set and the types of the old and new objects are different, the commit removes the old object and adds the new object. However, if the new object is of type 'undefined', it is not added. Additionally, if the new object is 'undefined' and the old object is not, the commit removes the old object. The commit also includes changes to compareArray function to handle cases where the new object is not an array.
Update package.json version to 4.0.3-preview
Fix example in README.md
Bump version to 4.1.0 in package.json"
ltwlf,json-diff-ts,209,https://github.com/ltwlf/json-diff-ts/pull/209,MERGED,3,399,73,472,7,"fix: remove empty REMOVE operations when diffing from undefined

When diffing from undefined to a value, the diff function was generating an
empty REMOVE operation that didn't have a value property. This was unnecessary
since there's nothing to remove when starting from undefined.

Modified the condition in the compare function to only add a REMOVE operation
if the old object is not undefined.

Fixes #204
fix: array handling in applyChangeset and revertChangeset

When applying or reverting changes to arrays, the functions applyArrayChange
and revertArrayChange were returning an array of operation results rather
than the modified array itself. Although the arrays were being modified
in-place, this made the code less clear and inconsistent.

Modified the functions to remove the IIFE pattern, directly modify the
array in-place, return the modified array, and add proper JSDoc comments
to clarify the behavior.

Fixes #206
fix: object handling in atomizeChangeset and unatomizeChangeset

When using atomizeChangeset and unatomizeChangeset with object properties,
the flattening and unflattening process didn't correctly handle the case
when changing from null to an object value.

- Modified atomizeChangeset to always append the key to the path for
  object values, ensuring consistent JSON paths
- Updated unatomizeChangeset to treat all leaf values (including objects)
  the same way
- Added tests to verify proper handling of null to object transitions

Fixes #184"
ltwlf,json-diff-ts,243,https://github.com/ltwlf/json-diff-ts/pull/243,MERGED,1,107,120,227,10,"Add support for nested keys to skip using dotted path notation

This change allows the keysToSkip option to use dotted path notation to skip nested object paths from comparison.

Fixes #242"
mainframecomputer,orchestra,55,https://github.com/mainframecomputer/orchestra/pull/55,MERGED,1,9,6,15,1,"feat: wrap client instances with BrainTrust wrapper for model tracking

Add model provider identification to BrainTrust logging by wrapping the client instances
for OpenRouter, Groq, TogetherAI, and Deepseek with the BrainTrust wrapper.

🤖 Generated with Claude Code
Co-Authored-By: Claude <noreply@anthropic.com>"
making,yavi,433,https://github.com/making/yavi/pull/433,MERGED,1,46,4,50,2,"`unique` constraint should provide duplicate elements in the error message

close gh-432"
making,yavi,455,https://github.com/making/yavi/pull/455,MERGED,1,1141,5,1146,17,Add last1~lastM methods in ArgumentsN  (M = N - 1)
mattermost,mattermost,27376,https://github.com/mattermost/mattermost/pull/27376,MERGED,1,0,7,7,1,Remove deprecated LdapSettings.Trace
mattermost,mattermost,27388,https://github.com/mattermost/mattermost/pull/27388,MERGED,1,90,8,98,2,Allow setting AdvancedLoggingJSON via mmctl
mattermost,mattermost,27716,https://github.com/mattermost/mattermost/pull/27716,MERGED,1,1,1,2,1,Enable errcheck linter for enterprise/cloud package
mattermost,mattermost,27957,https://github.com/mattermost/mattermost/pull/27957,MERGED,1,19,54,73,3,Remove deprecated pageSize query parameter
mattermost,mattermost,28260,https://github.com/mattermost/mattermost/pull/28260,MERGED,2,3,52,55,2,"Don't return config values from plugins that are not installed
Cleanup tests"
mattermost,mattermost,29799,https://github.com/mattermost/mattermost/pull/29799,MERGED,1,14,14,28,1,Don't use fmt.Sprintf for constant strings
mattermost,mattermost,29845,https://github.com/mattermost/mattermost/pull/29845,MERGED,1,2415,731,3146,50,[MM-54288] Support Packet V2 (#29403)
mattermost,mattermost,30418,https://github.com/mattermost/mattermost/pull/30418,MERGED,1,8,2,10,1,Improve error message for failed file copied
mattermost,mattermost,30582,https://github.com/mattermost/mattermost/pull/30582,MERGED,1,6,3,9,1,"Only build and package linux

As part of https://github.com/mattermost/mattermost/pull/29932, we
stopped packaging Windows for releases. Let's go one step further and
stop building it too (saves build time!). And while we're in here, stop
doing this for OSX as well.

Both these targets remain buildable on demand, but we don't support
these platforms for production deployments."
mattermost,mattermost,30651,https://github.com/mattermost/mattermost/pull/30651,MERGED,1,2,1,3,1,"flaky test: Avoid team names that start with ""A"".

This avoids a non-zero chance we append ""pi"" from the `model.NewId` and
end up with an invalid prefix ""Api""."
mattermost,mattermost,30829,https://github.com/mattermost/mattermost/pull/30829,MERGED,1,20,4,24,1,avoid SELECT * in audit store
mattermost,mattermost,30830,https://github.com/mattermost/mattermost/pull/30830,MERGED,1,21,4,25,1,avoid SELECT * in cluster discovery store
mattermost,mattermost-developer-documentation,1388,https://github.com/mattermost/mattermost-developer-documentation/pull/1388,MERGED,1,17,4347,4364,66,rm apps framework documentation
mattgodbolt,jsbeeb,411,https://github.com/mattgodbolt/jsbeeb/pull/411,MERGED,1,218,0,218,2,"Beginnings of disc stuff

With huge thanks to @scarybeasts' beebjit"
mattgodbolt,jsbeeb,450,https://github.com/mattgodbolt/jsbeeb/pull/450,MERGED,1,3,3,6,5,"More teletext fixes

With thanks to @tom-seddon and his keen eyes, and fixes
on [b2](https://github.com/tom-seddon/b2/commit/4e6170c855b531e614f1bfb61b32ac8726944f34#diff-cd6b1bb36f14142f723750aca8289ba2a85900e4f2adffd6bf3b262a8c6d85ac)."
mc-bench,mc-bench-backend,19,https://github.com/mc-bench/mc-bench-backend/pull/19,MERGED,1,3,3,6,1,Deploy Hotfix #2: Fix script name to server-worker-x 🤦
mc-bench,mc-bench-backend,25,https://github.com/mc-bench/mc-bench-backend/pull/25,MERGED,1,113,14,127,7,Added external_id to artifact table. Fixed bug in js code for setblock. Fixed some other bugs.
mc-bench,mc-bench-backend,79,https://github.com/mc-bench/mc-bench-backend/pull/79,MERGED,1,156,102,258,6,Added error and retry handler for all run stage tasks. Added to and from file streaming for sample prep.
mc-bench,mc-bench-backend,98,https://github.com/mc-bench/mc-bench-backend/pull/98,MERGED,1,31,0,31,1,Grant delete on auth_provider_email_hash to api
mc-bench,mc-bench-backend,122,https://github.com/mc-bench/mc-bench-backend/pull/122,MERGED,1,2706,76,2782,36,Added concept of experimental state. Researcher roles and permissions.
mc-bench,mc-bench-backend,123,https://github.com/mc-bench/mc-bench-backend/pull/123,MERGED,1,48,0,48,1,"Updated all prompts, templates, models, and samples with experimental state if experimental state was null"
mc-bench,mc-bench-backend,129,https://github.com/mc-bench/mc-bench-backend/pull/129,MERGED,1,1,1,2,1,Revert task_acks_late change
mc-bench,mc-bench-frontend,12,https://github.com/mc-bench/mc-bench-frontend/pull/12,MERGED,1,4335,969,5304,43,"Added support and improvements for Templates, Prompts, Models and Generation"
mc-bench,mc-bench-frontend,33,https://github.com/mc-bench/mc-bench-frontend/pull/33,MERGED,1,6,0,6,1,Deploy Hotfix 10: Update getArtifactUrl function to account for subdomain style object pathing
mc-bench,mc-bench-frontend,43,https://github.com/mc-bench/mc-bench-frontend/pull/43,MERGED,1,84,36,120,1,Actually implement /api/signup call correctly
mc-bench,mc-bench-frontend,55,https://github.com/mc-bench/mc-bench-frontend/pull/55,MERGED,1,150,109,259,7,Real model names from voting and other UI improvements
mc-bench,mc-bench-frontend,72,https://github.com/mc-bench/mc-bench-frontend/pull/72,MERGED,1,218,8,226,2,Display completed and in progress stages in generation view page
mc-bench,mc-bench-frontend,98,https://github.com/mc-bench/mc-bench-frontend/pull/98,MERGED,1,139,15,154,4,Add prompt size management in prompt creation workflow
mc-bench,mc-bench-frontend,127,https://github.com/mc-bench/mc-bench-frontend/pull/127,MERGED,2,14,352,366,2,"Revert ""✨ Feat: optimize viewrun.tsx""

This reverts commit 5cfd838d4deb2a5aab730049bb3cc9ce220eb237.
Revert ""⚡️ Performance: add major GLTF optimizations""

This reverts commit 1305f1145c8cf1da0b84ffd3f39465f8a982caa1."
mc-bench,mc-bench-frontend,150,https://github.com/mc-bench/mc-bench-frontend/pull/150,MERGED,4,574,866,1440,30,"🔥 Remove: dead code and assets (#141)
✨ Feat: open graph tag (#149)
fix: use query parameters for leaderboard data instead of URL-encoded paths

- Refactored API endpoints to use query parameters instead of URL-encoded path segments
- Updated routing to use dedicated endpoints with query parameters
- Created new URL structure:
  - /leaderboard (uses query params for metric/test set)
  - /leaderboard/model/stats (model statistics)
  - /leaderboard/model/prompts (prompt performance)
  - /leaderboard/model/samples (model samples)
  - /leaderboard/metrics, /test-sets, /tags (metadata endpoints)
- Updated frontend routes to match new API structure
- Verified build succeeds with the changes

🤖 Generated with [Claude Code](https://claude.ai/code)

Co-Authored-By: Claude <noreply@anthropic.com>
feat: Add screenshot feature to ViewSample, ShareSample, and ViewRun components

- Added screenshot button to 3D model viewers in ViewSample, ShareSample, and ViewRun
- Added support for displaying EXPERIMENTAL tag on screenshots
- Modified ScreenshotShare component to accept and display alert messages
- Updated Sample type to include experimentalState property
- Fixed API endpoint in MCBench.tsx from '/metric' to '/metrics'

🤖 Generated with [Claude Code](https://claude.ai/code)

Co-Authored-By: Claude <noreply@anthropic.com>"
metabase,metabase,56391,https://github.com/metabase/metabase/pull/56391,MERGED,1,43,0,43,7,devex: add claude tooling
modelcontextprotocol,inspector,11,https://github.com/modelcontextprotocol/inspector/pull/11,MERGED,1,92,21,113,8,get tools working
modelcontextprotocol,servers,370,https://github.com/modelcontextprotocol/servers/pull/370,MERGED,1,36,0,36,1,add completion examples to everything server
modelcontextprotocol,typescript-sdk,20,https://github.com/modelcontextprotocol/typescript-sdk/pull/20,MERGED,1,2881,568,3449,5,fix schema definitions for RequestSchema
monarch-initiative,aurelian,58,https://github.com/monarch-initiative/aurelian/pull/58,MERGED,1,4,9,13,1,"Refactor GitHub tools to use async methods

  This commit converts all methods in the GitHub tools module to use
  asynchronous programming patterns for improved performance in I/O-bound
  operations.

  Key changes:
  - Replace subprocess.run with asyncio.create_subprocess_exec for non-blocking
    command execution
  - Convert all functions to async/await pattern
  - Update _run_gh_command and _run_git_command to use async subprocess
  - Ensure proper error handling in async context
  - Update tests to use AsyncMock and pytest.mark.asyncio to test async functions

  These changes will allow the GitHub agent to process multiple GitHub API calls
  concurrently, significantly improving performance when interacting with GitHub
  repositories."
muno92,resharper_inspectcode,476,https://github.com/muno92/resharper_inspectcode/pull/476,MERGED,1,2,1,3,1,Fix E2E test failure on ARM Runner
natolambert,rlhf-book,27,https://github.com/natolambert/rlhf-book/pull/27,MERGED,1,148,75,223,3,enhance navigation
natolambert,rlhf-book,61,https://github.com/natolambert/rlhf-book/pull/61,MERGED,1,116,4,120,3,init instruction tuning chapter
nerfstudio-project,viser,229,https://github.com/nerfstudio-project/viser/pull/229,MERGED,2,15,11,26,6,"Fix context forwarding for 3D GUI containers
eslint"
nerfstudio-project,viser,244,https://github.com/nerfstudio-project/viser/pull/244,MERGED,3,173,155,328,11,"Add progress bar for playback, migrate msgpackr => @msgpack/msgpack for (in-browser) stream support
Migrate msgpack => msgspec on Python side
msgspec claims to be much faster, ~3x for serialization (our main bottleneck): https://jcristharif.com/msgspec/benchmarks.html#messagepack-serialization
Revert gtag"
nerfstudio-project,viser,257,https://github.com/nerfstudio-project/viser/pull/257,MERGED,2,62,73,135,6,"More optimizations for Gaussian rendering
Formatting nits"
nerfstudio-project,viser,298,https://github.com/nerfstudio-project/viser/pull/298,MERGED,1,10,15,25,2,Remove Cholesky logic from Gaussian shader
nerfstudio-project,viser,442,https://github.com/nerfstudio-project/viser/pull/442,MERGED,1,4,0,4,1,Position notifications correctly when dummyWindowDimensions is set
o1-labs,proof-systems,2795,https://github.com/o1-labs/proof-systems/pull/2795,MERGED,1,11,1,12,1,o1vm/riscv32: implement mulh
osmosis-labs,osmosis,9007,https://github.com/osmosis-labs/osmosis/pull/9007,MERGED,1,24,14,38,6,Bound the number of lockups that can be opened / block
osmosis-labs,osmosis,9040,https://github.com/osmosis-labs/osmosis/pull/9040,MERGED,1,5,5,10,1,"refactor(protorev): optimize pool access in CalculateUpperBoundForSearch

Use GetPoolType instead of getting entire pool when only type is needed.

🤖 Generated with [Claude Code](https://claude.ai/code)
Co-Authored-By: Claude <noreply@anthropic.com>"
oven-sh,bun,11211,https://github.com/oven-sh/bun/pull/11211,MERGED,2,52,1,53,5,"Fixes #2375
Update bindings.zig"
oven-sh,bun,19270,https://github.com/oven-sh/bun/pull/19270,MERGED,1,37,4,41,7,Add test for non-reified static properties on the Bun global
proboscis,pinjected,21,https://github.com/proboscis/pinjected/pull/21,MERGED,1,109,28,137,10,"implemented destructors() function for registering destructor to be invoked at the end.
v 0.2.48"
proboscis,pinjected,22,https://github.com/proboscis/pinjected/pull/22,MERGED,7,1080,407,1487,28,"Fix Injected.pure unpicklable bug
Merge commit '012450114b1e27cdbb58efc9efcb99a922075bd9' into #20
version 0.2.50
temp commit
fix wrong change
v0.2.75
v0.2.91"
proboscis,pinjected,65,https://github.com/proboscis/pinjected/pull/65,MERGED,1,6,22,28,2,"Revert ""Fix test_gather_meta_design: Missing 'name' dependency and host-dependent paths"""
pytorch,test-infra,5783,https://github.com/pytorch/test-infra/pull/5783,MERGED,1,22,3,25,3,updated to IMDSv2
pytorch,test-infra,6181,https://github.com/pytorch/test-infra/pull/6181,MERGED,1,61,2,63,2,fixes #6038 the -h command not always taken into account
qltysh,qlty,1209,https://github.com/qltysh/qlty/pull/1209,MERGED,1,5,5,10,5,
qltysh,qlty,1297,https://github.com/qltysh/qlty/pull/1297,MERGED,1,2,3,5,2,
qltysh,qlty,1945,https://github.com/qltysh/qlty/pull/1945,MERGED,2,3,2,5,1,"
"
qltysh,qlty,1960,https://github.com/qltysh/qlty/pull/1960,MERGED,1,46,58,104,9,
quokka-astro,quokka,655,https://github.com/quokka-astro/quokka/pull/655,MERGED,1,0,123957,123957,9,Delete perfdata directory
rishikanthc,Scriberr,59,https://github.com/rishikanthc/Scriberr/pull/59,MERGED,1,72,11,83,2,"Update GitHub Actions workflow for Docker image builds

- Change workflow name to 'build-images-main' for better clarity
- Limit workflow to trigger only on pushes to the 'main' branch
- Add steps to build and push a new GPU-enabled Docker image (scriberr:main-gpu) alongside the existing main image
- Create workflow ""build-images-nightly.yml"" to allow for images that are still in testing to be built when pushed to the Nightly branch. It is limited to the Nightly branch.
- Nightly branch will build a GPU and CPU only version.
- Ensure each image is verified for multi-platform support after the build process"
rishikanthc,Scriberr,60,https://github.com/rishikanthc/Scriberr/pull/60,MERGED,1,14,10,24,5,"Update GPU configuration, Docker setup, Fixed Arm64 build error

- Update Dockerfile to use Ubuntu 24.04 and improve installation with `apt-get upgrade`.
- Modify Dockerfile to create and use a virtual environment for Python dependencies.
- Introduce ARGs for naming in Dockerfile-gpu and update base image to Ubuntu 22.04.
- Comment out PostgreSQL port mapping in docker-compose.yml for improved security (not exposed by default).
- Update docker-entrypoint.sh to activate the Python virtual environment before app startup.
- Simplify Python package installs in +server.ts by removing version-specific constraints."
rishikanthc,Scriberr,64,https://github.com/rishikanthc/Scriberr/pull/64,MERGED,3,74,13,87,4,"Update GitHub Actions workflow for Docker image builds

- Change workflow name to 'build-images-main' for better clarity
- Limit workflow to trigger only on pushes to the 'main' branch
- Add steps to build and push a new GPU-enabled Docker image (scriberr:main-gpu) alongside the existing main image
- Create workflow ""build-images-nightly.yml"" to allow for images that are still in testing to be built when pushed to the Nightly branch. It is limited to the Nightly branch.
- Nightly branch will build a GPU and CPU only version.
- Ensure each image is verified for multi-platform support after the build process
Update GitHub Actions workflow for Docker image builds

- Renamed the files to look a bit better when being shown in the readme file
- Also found that I had reversed the naming of them (nightly was actually for main, main for nightly.... my bad)
Update GitHub Actions workflow for Docker image builds

- Updated name in workflow files as well"
rishikanthc,Scriberr,109,https://github.com/rishikanthc/Scriberr/pull/109,MERGED,1,140,186,326,5,Update GitHub workflows for better release and build process
rishikanthc,Scriberr,114,https://github.com/rishikanthc/Scriberr/pull/114,MERGED,1,36,5,41,3,"fix: JSON parsing errors and healthcheck endpoint

- Fixed transcript parsing in audio-files/[id]/transcript endpoint
- Added robust type checking for transcript data formats
- Added type safety to summarize endpoint for transcript processing
- Removed /health path from Docker healthcheck

🤖 Generated with [Claude Code](https://claude.ai/code)
Co-Authored-By: Claude <noreply@anthropic.com>"
sakaiproject,sakai,13368,https://github.com/sakaiproject/sakai/pull/13368,MERGED,1,12,0,12,1,SAK-50203 Gradebook fix getStringIgnoreSettings wicket loading error
samzong,mdctl,25,https://github.com/samzong/mdctl/pull/25,MERGED,1,45,4,49,4,"🎨 add -vv and --max-pages for llmstxt

Signed-off-by: samzong <samzong.lu@gmail.com>"
shandley,awesome-virome,27,https://github.com/shandley/awesome-virome/pull/27,MERGED,1,31,16,47,1,Add automatic PR creation to citation-validation workflow
shandley,awesome-virome,47,https://github.com/shandley/awesome-virome/pull/47,MERGED,2,6,1,7,1,"Rename workflow to ensure visibility in GitHub Actions tab

- Changed name from 'Deploy GitHub Pages' to 'Deploy GitHub Pages Site'
- This should help refresh the workflow list in GitHub Actions

🤖 Generated with [Claude Code](https://claude.ai/code)

Co-Authored-By: Claude <noreply@anthropic.com>
Enhance GitHub Pages workflow with force deployment option

- Added force_deployment input parameter to workflow_dispatch
- This allows manually forcing deployment even if no changes detected
- Should help make the workflow more visible in GitHub Actions tab

🤖 Generated with [Claude Code](https://claude.ai/code)

Co-Authored-By: Claude <noreply@anthropic.com>"
shandley,awesome-virome,55,https://github.com/shandley/awesome-virome/pull/55,MERGED,1,82,16,98,3,added the ability to check crossref when semantic scholar can not find citations
shandley,awesome-virome,59,https://github.com/shandley/awesome-virome/pull/59,MERGED,1,17,8,25,1,Fix auto-approve and auto-merge to correctly handle PR numbers
shandley,awesome-virome,65,https://github.com/shandley/awesome-virome/pull/65,MERGED,1,8,2,10,1,Creates a backup of data.json first
snapshot-labs,sx-monorepo,397,https://github.com/snapshot-labs/sx-monorepo/pull/397,MERGED,2,2,1,3,1,"style: add sidebar gradient
style: add sidebar gradient"
spaceshelter,orbitar,418,https://github.com/spaceshelter/orbitar/pull/418,MERGED,1,10,2,12,2,split lintstaged into eslint and prettier
sublime-security,sublime-rules,1663,https://github.com/sublime-security/sublime-rules/pull/1663,MERGED,1,1,0,1,1,Update impersonation_paypal.yml
sublime-security,sublime-rules,1677,https://github.com/sublime-security/sublime-rules/pull/1677,MERGED,1,1,0,1,1,Update spam_onmicrosoft.yml
synapsecns,sanguine,2600,https://github.com/synapsecns/sanguine/pull/2600,MERGED,1,42,89,131,9,screen cctp relayer [goreleaser]
synapsecns,sanguine,2696,https://github.com/synapsecns/sanguine/pull/2696,MERGED,1,2557,3755,6312,27,bulk update dependencies [goreleaser]
tomakado,dumbql,8,https://github.com/tomakado/dumbql/pull/8,MERGED,1,11,0,11,1,Create dependabot.yml
tomakado,dumbql,9,https://github.com/tomakado/dumbql/pull/9,MERGED,1,1,1,2,1,Fix dependabot
tomakado,dumbql,28,https://github.com/tomakado/dumbql/pull/28,MERGED,1,3,1,4,1,Update README.md
tomakado,dumbql,29,https://github.com/tomakado/dumbql/pull/29,MERGED,1,5,5,10,1,Update readme to use actual API
turlockmike,hataraku,61,https://github.com/turlockmike/hataraku/pull/61,MERGED,1,7,4,11,2,update public
umputun,spot,213,https://github.com/umputun/spot/pull/213,MERGED,1,8,3,11,3,"don't set default override for ssh shell #212

This regression was introduced some time back and set the default SSH shell to /bin/sh. This setting is considered the highest priority in CLI overrides and consequently enforced /bin/sh even if a custom SSH shell was set in the playbook."
utensils,mcp-nixos,2,https://github.com/utensils/mcp-nixos/pull/2,MERGED,1,2,2,4,2,Fix CI/CD test configuration by removing duplicate coverage arguments
